Date,Region,Country,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Snow Depth (cm)
2025-07-03,Davos,Switzerland,1560,6,11.7,0,17
2025-07-03,Interlaken,Switzerland,568,4,11.7,0,0
2025-07-02,Garmisch-Partenkirchen,Germany,750,5,23.7,0,0
2025-07-02,Oberstdorf,Germany,813,5,23.5,0,0
2025-07-02,Berchtesgaden,Germany,518,6,24.7,13,0
2025-07-02,Feldberg,Germany,1493,6,8.1,12.2,0
2025-07-02,Innsbruck,Austria,574,6,19.2,0,0
2025-07-02,St. Anton am Arlberg,Austria,1304,7,14.5,0,0
2025-07-02,Kitzbühel,Austria,762,6,12.9,0,0
2025-07-02,Salzburg,Austria,424,4,15.9,12.9,0
2025-07-02,Bad Gastein,Austria,1002,5,17.3,11.3,0
2025-07-02,Zermatt,Switzerland,1620,7,10.3,0,10
2025-07-02,St. Moritz,Switzerland,1856,5,11.1,23.4,22
2025-07-02,Verbier,Switzerland,1500,7,17.7,0,0
2025-07-02,Davos,Switzerland,1560,4,16.6,0,6
2025-07-02,Interlaken,Switzerland,568,6,17,24.2,0
2025-07-01,Garmisch-Partenkirchen,Germany,750,5,16.8,0,0
2025-07-01,Oberstdorf,Germany,813,3,16.9,0,0
2025-07-01,Berchtesgaden,Germany,518,4,9.4,0,0
2025-07-01,Feldberg,Germany,1493,6,20.2,15.8,0
2025-07-01,Innsbruck,Austria,574,3,12.2,0,0
2025-07-01,St. Anton am Arlberg,Austria,1304,4,14.6,0,0
2025-07-01,Kitzbühel,Austria,762,6,15.6,16.6,0
2025-07-01,Salzburg,Austria,424,3,19.2,20.5,0
2025-07-01,Bad Gastein,Austria,1002,7,16.4,0,0
2025-07-01,Zermatt,Switzerland,1620,4,9.2,0,7
2025-07-01,St. Moritz,Switzerland,1856,5,8.8,24.6,15
2025-07-01,Verbier,Switzerland,1500,4,13.1,10.1,0
2025-07-01,Davos,Switzerland,1560,7,16.6,0,1
2025-07-01,Interlaken,Switzerland,568,5,25.6,3.2,0
2025-06-30,Garmisch-Partenkirchen,Germany,750,6,23.3,0,0
2025-06-30,Oberstdorf,Germany,813,7,10.6,0,0
2025-06-30,Berchtesgaden,Germany,518,5,18.9,0,0
2025-06-30,Feldberg,Germany,1493,6,13.4,0,0
2025-06-30,Innsbruck,Austria,574,3,18.2,1.9,0
2025-06-30,St. Anton am Arlberg,Austria,1304,6,16.4,0,0
2025-06-30,Kitzbühel,Austria,762,4,12.1,0,0
2025-06-30,Salzburg,Austria,424,4,24.3,11,0
2025-06-30,Bad Gastein,Austria,1002,5,14.6,0,0
2025-06-30,Zermatt,Switzerland,1620,6,13.5,9.3,10
2025-06-30,St. Moritz,Switzerland,1856,6,15.2,0,19
2025-06-30,Verbier,Switzerland,1500,5,19.4,23.1,0
2025-06-30,Davos,Switzerland,1560,4,12.5,0,3
2025-06-30,Interlaken,Switzerland,568,5,20.8,24.9,0
2025-06-29,Garmisch-Partenkirchen,Germany,750,3,15.8,0,0
2025-06-29,Oberstdorf,Germany,813,6,14,0,0
2025-06-29,Berchtesgaden,Germany,518,3,29.7,0,0
2025-06-29,Feldberg,Germany,1493,6,17.7,2.7,0
2025-06-29,Innsbruck,Austria,574,4,22.8,23.5,0
2025-06-29,St. Anton am Arlberg,Austria,1304,5,24.3,12.1,0
2025-06-29,Kitzbühel,Austria,762,5,13.5,4.1,0
2025-06-29,Salzburg,Austria,424,5,30.4,10.4,0
2025-06-29,Bad Gastein,Austria,1002,5,8.4,0,0
2025-06-29,Zermatt,Switzerland,1620,4,1.6,0,7
2025-06-29,St. Moritz,Switzerland,1856,8,12.8,9.6,9
2025-06-29,Verbier,Switzerland,1500,4,20.3,12.4,0
2025-06-29,Davos,Switzerland,1560,4,16.3,0,12
2025-06-29,Interlaken,Switzerland,568,4,17.8,22.3,0
2025-06-28,Garmisch-Partenkirchen,Germany,750,5,18.9,0,0
2025-06-28,Oberstdorf,Germany,813,6,20,0,0
2025-06-28,Berchtesgaden,Germany,518,6,18.5,2.8,0
2025-06-28,Feldberg,Germany,1493,6,18.6,0,0
2025-06-28,Innsbruck,Austria,574,6,16.6,0,0
2025-06-28,St. Anton am Arlberg,Austria,1304,7,16.7,0,0
2025-06-28,Kitzbühel,Austria,762,5,18.2,0,0
2025-06-28,Salzburg,Austria,424,4,19.1,0,0
2025-06-28,Bad Gastein,Austria,1002,4,20,9.2,0
2025-06-28,Zermatt,Switzerland,1620,5,13.3,0,15
2025-06-28,St. Moritz,Switzerland,1856,5,10,0,16
2025-06-28,Verbier,Switzerland,1500,4,19,0,0
2025-06-28,Davos,Switzerland,1560,4,14.7,22.5,13
2025-06-28,Interlaken,Switzerland,568,5,18.5,0,0
2025-06-27,Garmisch-Partenkirchen,Germany,750,5,14.6,0,0
2025-06-27,Oberstdorf,Germany,813,3,19.6,0,0
2025-06-27,Berchtesgaden,Germany,518,6,16.1,0,0
2025-06-27,Feldberg,Germany,1493,4,13.3,8.4,0
2025-06-27,Innsbruck,Austria,574,3,27.3,0,0
2025-06-27,St. Anton am Arlberg,Austria,1304,6,8.5,0,0
2025-06-27,Kitzbühel,Austria,762,5,12.3,0,0
2025-06-27,Salzburg,Austria,424,3,25.3,0,0
2025-06-27,Bad Gastein,Austria,1002,4,15.8,18.3,0
2025-06-27,Zermatt,Switzerland,1620,4,2.3,0,3
2025-06-27,St. Moritz,Switzerland,1856,6,16.9,0,5
2025-06-27,Verbier,Switzerland,1500,7,19.2,0,0
2025-06-27,Davos,Switzerland,1560,4,22,0,6
2025-06-27,Interlaken,Switzerland,568,4,19.1,0,0
2025-06-26,Garmisch-Partenkirchen,Germany,750,4,21.5,0,0
2025-06-26,Oberstdorf,Germany,813,6,10.6,11.2,0
2025-06-26,Berchtesgaden,Germany,518,3,25.9,13.9,0
2025-06-26,Feldberg,Germany,1493,7,19.8,0,0
2025-06-26,Innsbruck,Austria,574,4,19.2,0,0
2025-06-26,St. Anton am Arlberg,Austria,1304,4,21.8,22.9,0
2025-06-26,Kitzbühel,Austria,762,5,17,0,0
2025-06-26,Salzburg,Austria,424,6,18.6,0,0
2025-06-26,Bad Gastein,Austria,1002,4,8.8,0,0
2025-06-26,Zermatt,Switzerland,1620,4,16.8,0,2
2025-06-26,St. Moritz,Switzerland,1856,7,7.5,0,21
2025-06-26,Verbier,Switzerland,1500,7,23,18,0
2025-06-26,Davos,Switzerland,1560,6,9.5,0,5
2025-06-26,Interlaken,Switzerland,568,5,24.2,0,0
2025-06-25,Garmisch-Partenkirchen,Germany,750,6,13.1,11.3,0
2025-06-25,Oberstdorf,Germany,813,3,19.8,6.6,0
2025-06-25,Berchtesgaden,Germany,518,5,18,0,0
2025-06-25,Feldberg,Germany,1493,5,18,0,0
2025-06-25,Innsbruck,Austria,574,6,20.6,15.4,0
2025-06-25,St. Anton am Arlberg,Austria,1304,5,15.6,15,0
2025-06-25,Kitzbühel,Austria,762,4,10.3,4.1,0
2025-06-25,Salzburg,Austria,424,4,11.1,0,0
2025-06-25,Bad Gastein,Austria,1002,5,9.1,0,0
2025-06-25,Zermatt,Switzerland,1620,4,10,0,12
2025-06-25,St. Moritz,Switzerland,1856,4,5.9,0,18
2025-06-25,Verbier,Switzerland,1500,4,16.5,11.5,0
2025-06-25,Davos,Switzerland,1560,4,20,0,18
2025-06-25,Interlaken,Switzerland,568,5,17.5,17.2,0
2025-06-24,Garmisch-Partenkirchen,Germany,750,5,11.7,0,0
2025-06-24,Oberstdorf,Germany,813,4,19,0,0
2025-06-24,Berchtesgaden,Germany,518,5,24.2,0,0
2025-06-24,Feldberg,Germany,1493,6,12.4,5,0
2025-06-24,Innsbruck,Austria,574,4,18,0,0
2025-06-24,St. Anton am Arlberg,Austria,1304,5,16,0,0
2025-06-24,Kitzbühel,Austria,762,3,24,0,0
2025-06-24,Salzburg,Austria,424,5,20.4,0,0
2025-06-24,Bad Gastein,Austria,1002,6,25.7,0,0
2025-06-24,Zermatt,Switzerland,1620,4,16.2,0,9
2025-06-24,St. Moritz,Switzerland,1856,6,9.5,21.1,10
2025-06-24,Verbier,Switzerland,1500,4,7.5,0,0
2025-06-24,Davos,Switzerland,1560,4,6.5,0,13
2025-06-24,Interlaken,Switzerland,568,4,24.8,0,0
2025-06-23,Garmisch-Partenkirchen,Germany,750,5,18.4,0,0
2025-06-23,Oberstdorf,Germany,813,4,11.7,0,0
2025-06-23,Berchtesgaden,Germany,518,5,15.3,1.8,0
2025-06-23,Feldberg,Germany,1493,5,11.7,24.1,0
2025-06-23,Innsbruck,Austria,574,4,22.3,0,0
2025-06-23,St. Anton am Arlberg,Austria,1304,6,17.5,7.9,0
2025-06-23,Kitzbühel,Austria,762,6,11.9,0,0
2025-06-23,Salzburg,Austria,424,4,27.6,0,0
2025-06-23,Bad Gastein,Austria,1002,5,15.2,0,0
2025-06-23,Zermatt,Switzerland,1620,6,12.8,12.3,8
2025-06-23,St. Moritz,Switzerland,1856,7,11.6,0,19
2025-06-23,Verbier,Switzerland,1500,7,10.1,0,0
2025-06-23,Davos,Switzerland,1560,5,14.1,5.5,10
2025-06-23,Interlaken,Switzerland,568,6,10.4,10.4,0
2025-06-22,Garmisch-Partenkirchen,Germany,750,3,15.5,0,0
2025-06-22,Oberstdorf,Germany,813,6,11.9,0.6,0
2025-06-22,Berchtesgaden,Germany,518,6,10.8,0,0
2025-06-22,Feldberg,Germany,1493,5,10.8,0,0
2025-06-22,Innsbruck,Austria,574,4,21.7,0,0
2025-06-22,St. Anton am Arlberg,Austria,1304,5,20.8,18,0
2025-06-22,Kitzbühel,Austria,762,7,17.7,14.4,0
2025-06-22,Salzburg,Austria,424,5,22.5,13.2,0
2025-06-22,Bad Gastein,Austria,1002,7,20.4,0,0
2025-06-22,Zermatt,Switzerland,1620,4,17.7,18.1,6
2025-06-22,St. Moritz,Switzerland,1856,5,22,0,23
2025-06-22,Verbier,Switzerland,1500,6,14,4.9,0
2025-06-22,Davos,Switzerland,1560,4,16.6,1.2,14
2025-06-22,Interlaken,Switzerland,568,6,18.9,0,0
2025-06-21,Garmisch-Partenkirchen,Germany,750,7,17.2,4.5,0
2025-06-21,Oberstdorf,Germany,813,4,23.1,9.4,0
2025-06-21,Berchtesgaden,Germany,518,5,22,2.2,0
2025-06-21,Feldberg,Germany,1493,7,21,6.7,0
2025-06-21,Innsbruck,Austria,574,3,19.2,18.6,0
2025-06-21,St. Anton am Arlberg,Austria,1304,6,15.5,0,0
2025-06-21,Kitzbühel,Austria,762,3,16.6,17.4,0
2025-06-21,Salzburg,Austria,424,3,15.9,0,0
2025-06-21,Bad Gastein,Austria,1002,5,15.6,0,0
2025-06-21,Zermatt,Switzerland,1620,6,2.9,0,2
2025-06-21,St. Moritz,Switzerland,1856,4,17.1,0,7
2025-06-21,Verbier,Switzerland,1500,7,8.1,0,0
2025-06-21,Davos,Switzerland,1560,7,23.3,0,16
2025-06-21,Interlaken,Switzerland,568,5,30.7,0,0
2025-06-20,Garmisch-Partenkirchen,Germany,750,6,20.3,0.4,0
2025-06-20,Oberstdorf,Germany,813,4,16.8,0.7,0
2025-06-20,Berchtesgaden,Germany,518,5,13.7,24.8,0
2025-06-20,Feldberg,Germany,1493,4,13,0,0
2025-06-20,Innsbruck,Austria,574,6,17.3,22.5,0
2025-06-20,St. Anton am Arlberg,Austria,1304,5,19.6,9.7,0
2025-06-20,Kitzbühel,Austria,762,5,23.7,0,0
2025-06-20,Salzburg,Austria,424,6,15.1,0,0
2025-06-20,Bad Gastein,Austria,1002,6,25.1,0,0
2025-06-20,Zermatt,Switzerland,1620,4,10.3,0,16
2025-06-20,St. Moritz,Switzerland,1856,5,16.4,4.3,12
2025-06-20,Verbier,Switzerland,1500,6,16,0,0
2025-06-20,Davos,Switzerland,1560,7,13.7,0,9
2025-06-20,Interlaken,Switzerland,568,3,15.7,0,0
2025-06-19,Garmisch-Partenkirchen,Germany,750,5,14.1,0,0
2025-06-19,Oberstdorf,Germany,813,5,16.6,0,0
2025-06-19,Berchtesgaden,Germany,518,4,15.9,0,0
2025-06-19,Feldberg,Germany,1493,7,12.8,0,0
2025-06-19,Innsbruck,Austria,574,5,19.2,0,0
2025-06-19,St. Anton am Arlberg,Austria,1304,5,5.7,17,0
2025-06-19,Kitzbühel,Austria,762,3,18.1,0,0
2025-06-19,Salzburg,Austria,424,4,26.3,2,0
2025-06-19,Bad Gastein,Austria,1002,6,18.7,0,0
2025-06-19,Zermatt,Switzerland,1620,5,22.1,0,12
2025-06-19,St. Moritz,Switzerland,1856,5,17.7,0,11
2025-06-19,Verbier,Switzerland,1500,7,8.9,22.5,0
2025-06-19,Davos,Switzerland,1560,6,17.2,22.7,10
2025-06-19,Interlaken,Switzerland,568,6,19.9,0,0
2025-06-18,Garmisch-Partenkirchen,Germany,750,5,8.5,0,0
2025-06-18,Oberstdorf,Germany,813,6,23.6,0,0
2025-06-18,Berchtesgaden,Germany,518,3,19.4,12.4,0
2025-06-18,Feldberg,Germany,1493,6,25.2,0,0
2025-06-18,Innsbruck,Austria,574,3,16.3,0,0
2025-06-18,St. Anton am Arlberg,Austria,1304,6,12.6,0,0
2025-06-18,Kitzbühel,Austria,762,6,18.2,0,0
2025-06-18,Salzburg,Austria,424,3,17.3,0,0
2025-06-18,Bad Gastein,Austria,1002,4,15.1,0,0
2025-06-18,Zermatt,Switzerland,1620,6,12,0,4
2025-06-18,St. Moritz,Switzerland,1856,8,7.5,0,12
2025-06-18,Verbier,Switzerland,1500,6,24.1,0,0
2025-06-18,Davos,Switzerland,1560,4,16.9,17.9,17
2025-06-18,Interlaken,Switzerland,568,3,19.8,0,0
2025-06-17,Garmisch-Partenkirchen,Germany,750,3,19.6,6.1,0
2025-06-17,Oberstdorf,Germany,813,5,20.2,0,0
2025-06-17,Berchtesgaden,Germany,518,6,13.8,0,0
2025-06-17,Feldberg,Germany,1493,6,21.5,0,0
2025-06-17,Innsbruck,Austria,574,5,16.7,0,0
2025-06-17,St. Anton am Arlberg,Austria,1304,6,18.5,0,0
2025-06-17,Kitzbühel,Austria,762,3,11.4,0,0
2025-06-17,Salzburg,Austria,424,4,22.4,0,0
2025-06-17,Bad Gastein,Austria,1002,6,15.9,0,0
2025-06-17,Zermatt,Switzerland,1620,5,3.5,20.4,9
2025-06-17,St. Moritz,Switzerland,1856,4,15.1,24.5,22
2025-06-17,Verbier,Switzerland,1500,5,7.6,0,0
2025-06-17,Davos,Switzerland,1560,7,17.2,3.3,2
2025-06-17,Interlaken,Switzerland,568,5,29.4,0,0
2025-06-16,Garmisch-Partenkirchen,Germany,750,3,6.8,20.9,0
2025-06-16,Oberstdorf,Germany,813,3,12.1,0,0
2025-06-16,Berchtesgaden,Germany,518,5,28.3,0,0
2025-06-16,Feldberg,Germany,1493,7,7.2,0,0
2025-06-16,Innsbruck,Austria,574,3,20.4,0,0
2025-06-16,St. Anton am Arlberg,Austria,1304,7,10.1,0,0
2025-06-16,Kitzbühel,Austria,762,6,9.1,0,0
2025-06-16,Salzburg,Austria,424,6,26.7,0,0
2025-06-16,Bad Gastein,Austria,1002,7,9.6,0,0
2025-06-16,Zermatt,Switzerland,1620,4,4.4,17.7,2
2025-06-16,St. Moritz,Switzerland,1856,6,14.1,7.1,23
2025-06-16,Verbier,Switzerland,1500,7,9.2,0,0
2025-06-16,Davos,Switzerland,1560,7,13.6,9.6,3
2025-06-16,Interlaken,Switzerland,568,6,19,0,0
2025-06-15,Garmisch-Partenkirchen,Germany,750,6,18.6,0,0
2025-06-15,Oberstdorf,Germany,813,3,20.5,0,0
2025-06-15,Berchtesgaden,Germany,518,3,24.6,0,0
2025-06-15,Feldberg,Germany,1493,4,4.8,0,0
2025-06-15,Innsbruck,Austria,574,4,14.2,0,0
2025-06-15,St. Anton am Arlberg,Austria,1304,3,5.1,0,0
2025-06-15,Kitzbühel,Austria,762,6,27.1,0,0
2025-06-15,Salzburg,Austria,424,4,20.2,13,0
2025-06-15,Bad Gastein,Austria,1002,4,26,0,0
2025-06-15,Zermatt,Switzerland,1620,5,21.9,0,8
2025-06-15,St. Moritz,Switzerland,1856,5,14.6,0,7
2025-06-15,Verbier,Switzerland,1500,7,24.1,8.8,0
2025-06-15,Davos,Switzerland,1560,5,3.3,21.6,7
2025-06-15,Interlaken,Switzerland,568,5,19.7,7.3,0
2025-06-14,Garmisch-Partenkirchen,Germany,750,4,22.5,0,0
2025-06-14,Oberstdorf,Germany,813,4,13.5,0,0
2025-06-14,Berchtesgaden,Germany,518,4,14.1,1.5,0
2025-06-14,Feldberg,Germany,1493,6,6.2,0,0
2025-06-14,Innsbruck,Austria,574,4,15.6,0,0
2025-06-14,St. Anton am Arlberg,Austria,1304,5,14.2,0,0
2025-06-14,Kitzbühel,Austria,762,5,13.5,0,0
2025-06-14,Salzburg,Austria,424,2,17.9,0,0
2025-06-14,Bad Gastein,Austria,1002,6,11.8,0,0
2025-06-14,Zermatt,Switzerland,1620,7,22.4,0,15
2025-06-14,St. Moritz,Switzerland,1856,5,6.9,11.7,20
2025-06-14,Verbier,Switzerland,1500,6,9.7,20.6,0
2025-06-14,Davos,Switzerland,1560,7,17.1,0,20
2025-06-14,Interlaken,Switzerland,568,6,12.5,0,0
2025-06-13,Garmisch-Partenkirchen,Germany,750,5,18,0,0
2025-06-13,Oberstdorf,Germany,813,5,20.2,20,0
2025-06-13,Berchtesgaden,Germany,518,4,14.5,20.2,0
2025-06-13,Feldberg,Germany,1493,5,15,0,0
2025-06-13,Innsbruck,Austria,574,4,21.6,0,0
2025-06-13,St. Anton am Arlberg,Austria,1304,4,6.1,0,0
2025-06-13,Kitzbühel,Austria,762,4,11.1,0,0
2025-06-13,Salzburg,Austria,424,3,18.3,7,0
2025-06-13,Bad Gastein,Austria,1002,5,19.7,0,0
2025-06-13,Zermatt,Switzerland,1620,7,16.8,0,1
2025-06-13,St. Moritz,Switzerland,1856,4,16.4,0,15
2025-06-13,Verbier,Switzerland,1500,6,8.7,5.4,0
2025-06-13,Davos,Switzerland,1560,4,6.2,0,20
2025-06-13,Interlaken,Switzerland,568,3,25.5,0,0
2025-06-12,Garmisch-Partenkirchen,Germany,750,5,11.3,13.7,0
2025-06-12,Oberstdorf,Germany,813,6,19.3,20.2,0
2025-06-12,Berchtesgaden,Germany,518,5,16.4,0,0
2025-06-12,Feldberg,Germany,1493,4,11.2,0,0
2025-06-12,Innsbruck,Austria,574,4,20.1,9.2,0
2025-06-12,St. Anton am Arlberg,Austria,1304,4,12.3,0,0
2025-06-12,Kitzbühel,Austria,762,6,24.7,0,0
2025-06-12,Salzburg,Austria,424,4,21.8,0,0
2025-06-12,Bad Gastein,Austria,1002,3,19.2,0,0
2025-06-12,Zermatt,Switzerland,1620,5,16.6,14.9,3
2025-06-12,St. Moritz,Switzerland,1856,5,5.5,11.3,16
2025-06-12,Verbier,Switzerland,1500,6,11.8,0,0
2025-06-12,Davos,Switzerland,1560,5,21.5,1.2,7
2025-06-12,Interlaken,Switzerland,568,6,25.2,0,0
2025-06-11,Garmisch-Partenkirchen,Germany,750,3,19.2,6.8,0
2025-06-11,Oberstdorf,Germany,813,4,14.4,5.6,0
2025-06-11,Berchtesgaden,Germany,518,4,15.6,0,0
2025-06-11,Feldberg,Germany,1493,7,10.7,13.9,0
2025-06-11,Innsbruck,Austria,574,4,12.4,0,0
2025-06-11,St. Anton am Arlberg,Austria,1304,7,7.4,0,0
2025-06-11,Kitzbühel,Austria,762,3,14.8,0,0
2025-06-11,Salzburg,Austria,424,5,27.6,0,0
2025-06-11,Bad Gastein,Austria,1002,3,18.9,13.5,0
2025-06-11,Zermatt,Switzerland,1620,4,5.4,14.1,11
2025-06-11,St. Moritz,Switzerland,1856,8,14,0.4,9
2025-06-11,Verbier,Switzerland,1500,5,10.9,15.9,0
2025-06-11,Davos,Switzerland,1560,7,1.2,17.6,9
2025-06-11,Interlaken,Switzerland,568,6,24.4,0,0
2025-06-10,Garmisch-Partenkirchen,Germany,750,6,12.4,0,0
2025-06-10,Oberstdorf,Germany,813,5,9.9,0,0
2025-06-10,Berchtesgaden,Germany,518,5,22.1,0,0
2025-06-10,Feldberg,Germany,1493,7,11.4,0,0
2025-06-10,Innsbruck,Austria,574,3,11.7,15.2,0
2025-06-10,St. Anton am Arlberg,Austria,1304,6,14.9,0,0
2025-06-10,Kitzbühel,Austria,762,3,15.2,0,0
2025-06-10,Salzburg,Austria,424,5,23.6,0,0
2025-06-10,Bad Gastein,Austria,1002,4,12.4,0,0
2025-06-10,Zermatt,Switzerland,1620,7,14.3,0,5
2025-06-10,St. Moritz,Switzerland,1856,7,14.2,5.2,15
2025-06-10,Verbier,Switzerland,1500,6,12.6,0,0
2025-06-10,Davos,Switzerland,1560,7,16.6,8.9,16
2025-06-10,Interlaken,Switzerland,568,6,15.3,0,0
2025-06-09,Garmisch-Partenkirchen,Germany,750,4,12.3,0,0
2025-06-09,Oberstdorf,Germany,813,6,14,0,0
2025-06-09,Berchtesgaden,Germany,518,5,11.9,0,0
2025-06-09,Feldberg,Germany,1493,5,12,0,0
2025-06-09,Innsbruck,Austria,574,4,22.8,0,0
2025-06-09,St. Anton am Arlberg,Austria,1304,5,8,15.3,0
2025-06-09,Kitzbühel,Austria,762,3,16.8,0,0
2025-06-09,Salzburg,Austria,424,3,15,0,0
2025-06-09,Bad Gastein,Austria,1002,4,17.2,0,0
2025-06-09,Zermatt,Switzerland,1620,7,9,0,1
2025-06-09,St. Moritz,Switzerland,1856,7,10.2,0.2,22
2025-06-09,Verbier,Switzerland,1500,5,14,13.1,0
2025-06-09,Davos,Switzerland,1560,7,20.4,0,15
2025-06-09,Interlaken,Switzerland,568,6,14.5,0,0
2025-06-08,Garmisch-Partenkirchen,Germany,750,3,19,0,0
2025-06-08,Oberstdorf,Germany,813,5,16.6,0,0
2025-06-08,Berchtesgaden,Germany,518,5,14.5,0,0
2025-06-08,Feldberg,Germany,1493,6,11,0,0
2025-06-08,Innsbruck,Austria,574,3,14,0,0
2025-06-08,St. Anton am Arlberg,Austria,1304,5,15.6,0,0
2025-06-08,Kitzbühel,Austria,762,4,21.3,0.7,0
2025-06-08,Salzburg,Austria,424,5,16.5,0,0
2025-06-08,Bad Gastein,Austria,1002,3,12.5,0,0
2025-06-08,Zermatt,Switzerland,1620,7,20.7,0,12
2025-06-08,St. Moritz,Switzerland,1856,6,8.6,0.2,22
2025-06-08,Verbier,Switzerland,1500,6,20.9,0,0
2025-06-08,Davos,Switzerland,1560,4,6,0,16
2025-06-08,Interlaken,Switzerland,568,3,27.3,0,0
2025-06-07,Garmisch-Partenkirchen,Germany,750,4,9.3,0,0
2025-06-07,Oberstdorf,Germany,813,4,13.8,0,0
2025-06-07,Berchtesgaden,Germany,518,4,27.3,0.9,0
2025-06-07,Feldberg,Germany,1493,6,15.9,12.8,0
2025-06-07,Innsbruck,Austria,574,5,20.6,0,0
2025-06-07,St. Anton am Arlberg,Austria,1304,5,5.5,10.1,0
2025-06-07,Kitzbühel,Austria,762,5,19.4,0,0
2025-06-07,Salzburg,Austria,424,6,24.1,0,0
2025-06-07,Bad Gastein,Austria,1002,4,16.3,0,0
2025-06-07,Zermatt,Switzerland,1620,6,12.5,0,16
2025-06-07,St. Moritz,Switzerland,1856,5,16.6,8.5,10
2025-06-07,Verbier,Switzerland,1500,6,14.1,0,0
2025-06-07,Davos,Switzerland,1560,7,21.1,0,19
2025-06-07,Interlaken,Switzerland,568,4,18.8,0,0
2025-06-06,Garmisch-Partenkirchen,Germany,750,5,20.3,0,0
2025-06-06,Oberstdorf,Germany,813,5,21.9,0,0
2025-06-06,Berchtesgaden,Germany,518,5,18.6,0,0
2025-06-06,Feldberg,Germany,1493,6,13.5,10.1,0
2025-06-06,Innsbruck,Austria,574,3,13.7,9.7,0
2025-06-06,St. Anton am Arlberg,Austria,1304,5,17.1,0,0
2025-06-06,Kitzbühel,Austria,762,6,13,0,0
2025-06-06,Salzburg,Austria,424,3,23.4,0,0
2025-06-06,Bad Gastein,Austria,1002,6,17.7,17.1,0
2025-06-06,Zermatt,Switzerland,1620,6,13.1,0,2
2025-06-06,St. Moritz,Switzerland,1856,7,4.5,0.5,20
2025-06-06,Verbier,Switzerland,1500,4,8.9,2.5,0
2025-06-06,Davos,Switzerland,1560,7,11.7,0,12
2025-06-06,Interlaken,Switzerland,568,3,20.6,13.9,0
2025-06-05,Garmisch-Partenkirchen,Germany,750,7,15.7,0,0
2025-06-05,Oberstdorf,Germany,813,7,24.7,9.5,0
2025-06-05,Berchtesgaden,Germany,518,6,11,21.5,0
2025-06-05,Feldberg,Germany,1493,6,2.8,8.2,0
2025-06-05,Innsbruck,Austria,574,6,14.9,0,0
2025-06-05,St. Anton am Arlberg,Austria,1304,6,10.5,0.6,0
2025-06-05,Kitzbühel,Austria,762,4,19,23.5,0
2025-06-05,Salzburg,Austria,424,3,11.8,0,0
2025-06-05,Bad Gastein,Austria,1002,7,20.9,0,0
2025-06-05,Zermatt,Switzerland,1620,5,14.8,9.4,8
2025-06-05,St. Moritz,Switzerland,1856,5,22.9,0,7
2025-06-05,Verbier,Switzerland,1500,5,11.1,0,0
2025-06-05,Davos,Switzerland,1560,5,15.7,0,16
2025-06-05,Interlaken,Switzerland,568,4,25.8,0,0
2025-06-04,Garmisch-Partenkirchen,Germany,750,3,11.7,0,0
2025-06-04,Oberstdorf,Germany,813,3,16.8,0,0
2025-06-04,Berchtesgaden,Germany,518,5,24.5,0,0
2025-06-04,Feldberg,Germany,1493,5,18.7,0,0
2025-06-04,Innsbruck,Austria,574,5,16.9,0,0
2025-06-04,St. Anton am Arlberg,Austria,1304,6,4.6,1.2,0
2025-06-04,Kitzbühel,Austria,762,5,12.7,0,0
2025-06-04,Salzburg,Austria,424,5,28.2,0,0
2025-06-04,Bad Gastein,Austria,1002,4,6.3,0,0
2025-06-04,Zermatt,Switzerland,1620,4,19.5,0,18
2025-06-04,St. Moritz,Switzerland,1856,5,12.6,0,21
2025-06-04,Verbier,Switzerland,1500,6,1.5,22.9,0
2025-06-04,Davos,Switzerland,1560,6,14.8,2.1,7
2025-06-04,Interlaken,Switzerland,568,4,23.2,0,0
2025-06-03,Garmisch-Partenkirchen,Germany,750,6,19.5,0,0
2025-06-03,Oberstdorf,Germany,813,6,16.5,0,0
2025-06-03,Berchtesgaden,Germany,518,3,22.9,0,0
2025-06-03,Feldberg,Germany,1493,6,15.5,0,0
2025-06-03,Innsbruck,Austria,574,4,18.4,0,0
2025-06-03,St. Anton am Arlberg,Austria,1304,5,6.8,0,0
2025-06-03,Kitzbühel,Austria,762,5,16.2,22.8,0
2025-06-03,Salzburg,Austria,424,4,19.3,12.8,0
2025-06-03,Bad Gastein,Austria,1002,7,18.9,0,0
2025-06-03,Zermatt,Switzerland,1620,7,9.6,0,20
2025-06-03,St. Moritz,Switzerland,1856,8,6.9,0,14
2025-06-03,Verbier,Switzerland,1500,5,12.5,3.2,0
2025-06-03,Davos,Switzerland,1560,4,13.3,0,10
2025-06-03,Interlaken,Switzerland,568,6,12.9,0,0
2025-06-02,Garmisch-Partenkirchen,Germany,750,3,15.4,0,0
2025-06-02,Oberstdorf,Germany,813,3,17.9,23.8,0
2025-06-02,Berchtesgaden,Germany,518,6,17.9,10.4,0
2025-06-02,Feldberg,Germany,1493,6,23.7,0.5,0
2025-06-02,Innsbruck,Austria,574,6,13.3,0,0
2025-06-02,St. Anton am Arlberg,Austria,1304,4,8.8,0,0
2025-06-02,Kitzbühel,Austria,762,6,10.1,0,0
2025-06-02,Salzburg,Austria,424,3,23.3,0,0
2025-06-02,Bad Gastein,Austria,1002,5,13.2,9.7,0
2025-06-02,Zermatt,Switzerland,1620,6,15.2,0,15
2025-06-02,St. Moritz,Switzerland,1856,5,12.8,3.8,18
