Region,Country,Year,Month,Day,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Geiselhoring,Germany,2018,6,,,,,,,0,0.0,0,0
Geiselhoring,Germany,2018,7,,,,,,,0,0.0,0,0
Geiselhoring,Germany,2018,8,,,,,,,0,0.0,0,0
Geiselhoring,Germany,2018,9,,,,,,,0,0.0,0,0
Geiselhoring,Germany,2018,10,,,,,,,0,0.0,0,0
Geiselhoring,Germany,2018,11,,,,,,,2,0.0666666666666667,2,1
Geiselhoring,Germany,2018,12,,,,,,,2,0.0645161290322581,2,1
Geiselhoring_Ponning,Germany,2000,1,,,,,,,4,0.870967741935484,4,8
Geiselhoring_Ponning,Germany,2000,2,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,3,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,4,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,5,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,6,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,7,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,8,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,9,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,10,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,11,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2000,12,,,,,,,9,0.516129032258065,6,3
Geiselhoring_Ponning,Germany,2001,1,,,,,,,0,0.548387096774194,5,5
Geiselhoring_Ponning,Germany,2001,2,,,,,,,8,0.607142857142857,6,5
Geiselhoring_Ponning,Germany,2001,3,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,4,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,5,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,6,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,7,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,8,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,9,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,10,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2001,11,,,,,,,1,0.0333333333333333,1,1
Geiselhoring_Ponning,Germany,2001,12,,,,,,,22,0.903225806451613,8,7
Geiselhoring_Ponning,Germany,2002,1,,,,,,,11,2.32258064516129,7,20
Geiselhoring_Ponning,Germany,2002,2,,,,,,,4,0.178571428571429,4,2
Geiselhoring_Ponning,Germany,2002,3,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,4,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,5,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,6,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,7,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,8,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,9,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,10,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,11,,,,,,,0,0.0,0,0
Geiselhoring_Ponning,Germany,2002,12,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,1,,,,,,,6,1.61290322580645,8,11
Geisenfeld_Eichelberg,Germany,2000,2,,,,,,,4,0.137931034482759,3,2
Geisenfeld_Eichelberg,Germany,2000,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2000,12,,,,,,,2,0.129032258064516,2,2
Geisenfeld_Eichelberg,Germany,2001,1,,,,,,,0,0.0645161290322581,2,1
Geisenfeld_Eichelberg,Germany,2001,2,,,,,,,9,0.321428571428571,8,2
Geisenfeld_Eichelberg,Germany,2001,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2001,12,,,,,,,15,1.0,9,6
Geisenfeld_Eichelberg,Germany,2002,1,,,,,,,1,2.76666666666667,6,18
Geisenfeld_Eichelberg,Germany,2002,2,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2002,12,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,1,,,,,,,31,1.35483870967742,19,12
Geisenfeld_Eichelberg,Germany,2003,2,,,,,,,20,6.25,22,28
Geisenfeld_Eichelberg,Germany,2003,3,,,,,,,0,0.0645161290322581,1,2
Geisenfeld_Eichelberg,Germany,2003,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2003,12,,,,,,,2,0.0645161290322581,1,2
Geisenfeld_Eichelberg,Germany,2004,1,,,,,,,29,4.80645161290323,15,21
Geisenfeld_Eichelberg,Germany,2004,2,,,,,,,19,1.89655172413793,12,10
Geisenfeld_Eichelberg,Germany,2004,3,,,,,,,3,0.483870967741936,4,6
Geisenfeld_Eichelberg,Germany,2004,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2004,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2004,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2004,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2004,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2004,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2004,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2004,11,,,,,,,2,0.0666666666666667,2,1
Geisenfeld_Eichelberg,Germany,2004,12,,,,,,,6,0.548387096774194,3,8
Geisenfeld_Eichelberg,Germany,2005,1,,,,,,,15,2.61290322580645,14,8
Geisenfeld_Eichelberg,Germany,2005,2,,,,,,,68,15.0,29,25
Geisenfeld_Eichelberg,Germany,2005,3,,,,,,,38,11.0322580645161,42,17
Geisenfeld_Eichelberg,Germany,2005,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2005,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2005,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2005,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2005,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2005,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2005,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2005,11,,,,,,,7,0.9,5,11
Geisenfeld_Eichelberg,Germany,2005,12,,,,,,,30,3.61290322580645,16,15
Geisenfeld_Eichelberg,Germany,2006,1,,,,,,,3,0.709677419354839,6,10
Geisenfeld_Eichelberg,Germany,2006,2,,,,,,,19,2.82142857142857,15,11
Geisenfeld_Eichelberg,Germany,2006,3,,,,,,,32,3.96774193548387,26,8
Geisenfeld_Eichelberg,Germany,2006,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2006,12,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2007,1,,,,,,,30,3.0,27,6
Geisenfeld_Eichelberg,Germany,2007,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2007,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2007,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2007,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2007,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2007,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2007,11,,,,,,,10,0.833333333333333,9,6
Geisenfeld_Eichelberg,Germany,2007,12,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,1,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,2,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,3,,,,,,,1,0.032258064516129,1,1
Geisenfeld_Eichelberg,Germany,2008,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2008,11,,,,,,,3,0.1,2,2
Geisenfeld_Eichelberg,Germany,2008,12,,,,,,,13,1.12903225806452,11,8
Geisenfeld_Eichelberg,Germany,2009,1,,,,,,,1,0.32258064516129,1,10
Geisenfeld_Eichelberg,Germany,2009,2,,,,,,,17,2.25,10,12
Geisenfeld_Eichelberg,Germany,2009,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2009,12,,,,,,,2,0.0645161290322581,2,1
Geisenfeld_Eichelberg,Germany,2010,1,,,,,,,24,2.70967741935484,10,16
Geisenfeld_Eichelberg,Germany,2010,2,,,,,,,22,4.85714285714286,18,15
Geisenfeld_Eichelberg,Germany,2010,3,,,,,,,9,0.516129032258065,6,6
Geisenfeld_Eichelberg,Germany,2010,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2010,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2010,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2010,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2010,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2010,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2010,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2010,11,,,,,,,10,0.566666666666667,10,2
Geisenfeld_Eichelberg,Germany,2010,12,,,,,,,86,14.4193548387097,27,31
Geisenfeld_Eichelberg,Germany,2011,1,,,,,,,11,4.03225806451613,16,20
Geisenfeld_Eichelberg,Germany,2011,2,,,,,,,1,0.285714285714286,2,4
Geisenfeld_Eichelberg,Germany,2011,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,5,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,6,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,7,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,8,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,9,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2011,12,,,,,,,2,0.0645161290322581,1,2
Geisenfeld_Eichelberg,Germany,2012,1,,,,,,,4,0.32258064516129,3,4
Geisenfeld_Eichelberg,Germany,2012,2,,,,,,,18,2.86206896551724,15,19
Geisenfeld_Eichelberg,Germany,2012,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2012,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2012,10,,,,,,,4,0.129032258064516,4,1
Geisenfeld_Eichelberg,Germany,2012,11,,,,,,,2,0.0666666666666667,2,1
Geisenfeld_Eichelberg,Germany,2012,12,,,,,,,24,2.64516129032258,14,12
Geisenfeld_Eichelberg,Germany,2013,1,,,,,,,23,4.19354838709677,17,18
Geisenfeld_Eichelberg,Germany,2013,2,,,,,,,43,4.53571428571429,14,23
Geisenfeld_Eichelberg,Germany,2013,3,,,,,,,2,0.161290322580645,2,4
Geisenfeld_Eichelberg,Germany,2013,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2013,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2013,11,,,,,,,2,0.0666666666666667,2,1
Geisenfeld_Eichelberg,Germany,2013,12,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2014,1,,,,,,,5,0.225806451612903,4,4
Geisenfeld_Eichelberg,Germany,2014,2,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2014,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2014,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2014,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2014,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2014,12,,,,,,,24,1.90322580645161,23,4
Geisenfeld_Eichelberg,Germany,2015,1,,,,,,,7,1.70967741935484,23,13
Geisenfeld_Eichelberg,Germany,2015,2,,,,,,,12,0.821428571428571,7,7
Geisenfeld_Eichelberg,Germany,2015,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2015,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2015,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2015,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2015,12,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2016,1,,,,,,,26,2.90322580645161,12,14
Geisenfeld_Eichelberg,Germany,2016,2,,,,,,,1,0.0344827586206897,1,1
Geisenfeld_Eichelberg,Germany,2016,3,,,,,,,3,0.129032258064516,2,3
Geisenfeld_Eichelberg,Germany,2016,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2016,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2016,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2016,12,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2017,1,,,,,,,21,3.61290322580645,14,28
Geisenfeld_Eichelberg,Germany,2017,2,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2017,3,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2017,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2017,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2017,11,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2017,12,,,,,,,17,0.580645161290323,10,6
Geisenfeld_Eichelberg,Germany,2018,1,,,,,,,4,0.129032258064516,2,3
Geisenfeld_Eichelberg,Germany,2018,2,,,,,,,24,2.57142857142857,13,16
Geisenfeld_Eichelberg,Germany,2018,3,,,,,,,6,0.516129032258065,5,7
Geisenfeld_Eichelberg,Germany,2018,4,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2018,10,,,,,,,0,0.0,0,0
Geisenfeld_Eichelberg,Germany,2018,11,,,,,,,1,0.0333333333333333,1,1
Geisenfeld_Eichelberg,Germany,2018,12,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,1,,,,,,,22,4.35483870967742,21,11
Geisenhausen,Germany,2000,2,,,,,,,6,0.206896551724138,6,1
Geisenhausen,Germany,2000,3,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,4,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,5,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,6,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,7,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,8,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,9,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,10,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,11,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2000,12,,,,,,,4,0.193548387096774,4,2
Geisenhausen,Germany,2001,1,,,,,,,13,2.87096774193548,11,20
Geisenhausen,Germany,2001,2,,,,,,,17,0.714285714285714,8,6
Geisenhausen,Germany,2001,3,,,,,,,6,0.193548387096774,4,2
Geisenhausen,Germany,2001,4,,,,,,,3,0.1,3,1
Geisenhausen,Germany,2001,5,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2001,6,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2001,7,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2001,8,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2001,9,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2001,10,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2001,11,,,,,,,9,0.433333333333333,5,5
Geisenhausen,Germany,2001,12,,,,,,,28,2.41935483870968,13,19
Geisenhausen,Germany,2002,1,,,,,,,6,3.45161290322581,6,19
Geisenhausen,Germany,2002,2,,,,,,,6,0.214285714285714,3,3
Geisenhausen,Germany,2002,3,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,4,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,5,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,6,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,7,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,8,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,9,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,10,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,11,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2002,12,,,,,,,2,0.0645161290322581,2,1
Geisenhausen,Germany,2003,1,,,,,,,43,6.61290322580645,25,20
Geisenhausen,Germany,2003,2,,,,,,,31,8.46428571428571,15,22
Geisenhausen,Germany,2003,3,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,4,,,,,,,2,0.0666666666666667,1,2
Geisenhausen,Germany,2003,5,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,6,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,7,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,8,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,9,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,10,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,11,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2003,12,,,,,,,14,1.16129032258065,7,12
Geisenhausen,Germany,2004,1,,,,,,,53,7.35483870967742,18,22
Geisenhausen,Germany,2004,2,,,,,,,52,5.58620689655172,25,14
Geisenhausen,Germany,2004,3,,,,,,,22,4.87096774193548,15,16
Geisenhausen,Germany,2004,4,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2004,5,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2004,6,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2004,7,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2004,8,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2004,9,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2004,10,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2004,11,,,,,,,10,0.433333333333333,8,4
Geisenhausen,Germany,2004,12,,,,,,,11,0.709677419354839,4,8
Geisenhausen,Germany,2005,1,,,,,,,19,3.0,13,10
Geisenhausen,Germany,2005,2,,,,,,,85,18.4285714285714,28,26
Geisenhausen,Germany,2005,3,,,,,,,30,11.9354838709677,36,17
Geisenhausen,Germany,2005,4,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2005,5,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2005,6,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2005,7,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2005,8,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2005,9,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2005,10,,,,,,,0,0.0,0,0
Geisenhausen,Germany,2005,11,,,,,,,29,4.83333333333333,16,12
Geisenhausen,Germany,2005,12,,,,,,,61,10.4838709677419,22,23
Geisingen,Germany,2000,1,,,,,,,9,2.45161290322581,16,10
Geisingen,Germany,2000,2,,,,,,,7,0.448275862068966,4,4
Geisingen,Germany,2000,3,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,4,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,5,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,6,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,7,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,8,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,9,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,10,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,11,,,,,,,0,0.0,0,0
Geisingen,Germany,2000,12,,,,,,,4,0.161290322580645,2,3
Geisingen,Germany,2001,1,,,,,,,5,0.225806451612903,3,3
Geisingen,Germany,2001,2,,,,,,,7,0.25,3,3
Geisingen,Germany,2001,3,,,,,,,10,0.516129032258065,10,2
Geisingen,Germany,2001,4,,,,,,,0,0.0,0,0
Geisingen,Germany,2001,5,,,,,,,0,0.0,0,0
Geisingen,Germany,2001,6,,,,,,,0,0.0,0,0
Geisingen,Germany,2001,7,,,,,,,0,0.0,0,0
Geisingen,Germany,2001,8,,,,,,,0,0.0,0,0
Geisingen,Germany,2001,9,,,,,,,0,0.0,0,0
Geisingen,Germany,2001,10,,,,,,,0,0.0,0,0
Geisingen,Germany,2001,11,,,,,,,5,0.266666666666667,5,2
Geisingen,Germany,2001,12,,,,,,,25,3.70967741935484,15,12
Geisingen,Germany,2002,1,,,,,,,0,1.61290322580645,5,16
Geisingen,Germany,2002,2,,,,,,,10,0.357142857142857,10,1
Geisingen,Germany,2002,3,,,,,,,5,0.225806451612903,4,3
Geisingen,Germany,2002,4,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,5,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,6,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,7,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,8,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,9,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,10,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,11,,,,,,,0,0.0,0,0
Geisingen,Germany,2002,12,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,1,,,,,,,18,2.54838709677419,9,20
Geisingen,Germany,2003,2,,,,,,,11,9.46428571428571,17,28
Geisingen,Germany,2003,3,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,4,,,,,,,4,0.133333333333333,4,1
Geisingen,Germany,2003,5,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,6,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,7,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,8,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,9,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,10,,,,,,,7,0.0,0,0
Geisingen,Germany,2003,11,,,,,,,0,0.0,0,0
Geisingen,Germany,2003,12,,,,,,,12,1.12903225806452,7,12
Geisingen,Germany,2009,6,,,,,,,0,0.0,0,0
Geisingen,Germany,2009,7,,,,,,,0,0.0,0,0
Geisingen,Germany,2009,8,,,,,,,0,0.0,0,0
Geisingen,Germany,2009,9,,,,,,,0,0.0,0,0
Geisingen,Germany,2009,10,,,,,,,0,0.0,0,0
Geisingen,Germany,2009,11,,,,,,,0,0.0,0,0
Geisingen,Germany,2009,12,,,,,,,30,2.0,16,19
Geisingen,Germany,2010,1,,,,,,,51,8.80645161290323,22,30
Geisingen,Germany,2010,2,,,,,,,34,14.2142857142857,26,24
Geisingen,Germany,2010,3,,,,,,,15,0.870967741935484,9,9
Geisingen,Germany,2010,4,,,,,,,1,0.0333333333333333,1,1
Geisingen,Germany,2010,5,,,,,,,0,0.0,0,0
